Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
383,CORO STREETS-62,CORO STREETS,MATTHEWS COURT,COROMANDEL VALLEY,MATTHEWS COURT,COROMANDEL VALLEY,MATTHEWS COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MATTHEWS COURT, COROMANDEL VALLEY SA","1 MATTHEWS COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05020805264712,138.6222150330045,No,,,
384,CORO EAST & CHERRY-20,CORO EAST & CHERRY,MATTHEWS ROAD,DORSET VALE,MATTHEWS ROAD,DORSET VALE,MATTHEWS ROAD|DORSET VALE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,Directions reach Matthews Road via Cherry Gardens Road and Dorset Vale Road; use the reviewed official Cherry Gardens Road approach area.,,
385,BLACKWOOD MAIN-256,BLACKWOOD MAIN,McDONALD AVENUE,BLACKWOOD,McDONALD AVENUE,BLACKWOOD,MCDONALD AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 McDONALD AVENUE, BLACKWOOD SA","1 MCDONALD AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01228063399719,138.62069908184935,No,,,
386,BLACKWOOD MAIN-257,BLACKWOOD MAIN,McGREGOR COURT,BELAIR,McGREGOR COURT,BELAIR,MCGREGOR COURT|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 McGREGOR COURT, BELAIR SA","1 MCGREGOR COURT, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.998602563565406,138.6256639019315,No,,,
387,CORO STREETS-63,CORO STREETS,MCKENZIE STREET,COROMANDEL VALLEY,MCKENZIE STREET,COROMANDEL VALLEY,MCKENZIE STREET|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MCKENZIE STREET, COROMANDEL VALLEY SA","1 MCKENZIE STREET, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04728750746232,138.6267041838319,No,,,
388,BLACKWOOD MAIN-258,BLACKWOOD MAIN,McLAREN STREET,TORRENS PARK,McLAREN STREET,TORRENS PARK,MCLAREN STREET|TORRENS PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 McLAREN STREET, TORRENS PARK SA","2 MCLAREN STREET, TORRENS PARK, SOUTH AUSTRALIA, 5062",No. 2,100,-34.98373425267611,138.61745709524968,No,,,
389,CORO STREETS-64,CORO STREETS,MCNAMARA ROAD,COROMANDEL VALLEY,MCNAMARA ROAD,COROMANDEL VALLEY,MCNAMARA ROAD|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MCNAMARA ROAD, COROMANDEL VALLEY SA","1 MCNAMARA ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.047381075909584,138.61942541249113,No,,,
390,BLACKWOOD MAIN-267,BLACKWOOD MAIN,MEAD STREET,BELAIR,MEAD STREET,BELAIR,MEAD STREET|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MEAD STREET, BELAIR SA","1 MEAD STREET, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00725462086215,138.60126655191056,No,,,
391,BLACKWOOD MAIN-268,BLACKWOOD MAIN,MEADOW AVENUE,HAWTHORNDENE,MEADOW AVENUE,HAWTHORNDENE,MEADOW AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MEADOW AVENUE, HAWTHORNDENE SA","2 MEADOW AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.018597037847925,138.6381919343186,No,,,
392,CORO STREETS-65,CORO STREETS,MEADOWVALE ROAD,COROMANDEL VALLEY,MEADOWVALE ROAD,COROMANDEL VALLEY,MEADOWVALE ROAD|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MEADOWVALE ROAD, COROMANDEL VALLEY SA","2 MEADOWVALE ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.0411721156751,138.62802303643272,No,,,
393,BLACKWOOD MAIN-269,BLACKWOOD MAIN,MELIA GROVE,PASADENA,MELIA GROVE,PASADENA,MELIA GROVE|PASADENA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,PRITCHARD GROVE|PASADENA,"PRITCHARD GROVE, PASADENA SA","3 PRITCHARD GROVE, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed Directions route vicinity anchor,100,-35.008813976392055,138.59262997076374,No,Directions place Melia Grove immediately from Pritchard Grove.,,
394,BLACKWOOD MAIN-270,BLACKWOOD MAIN,MELTON STREET,BLACKWOOD,MELTON STREET,BLACKWOOD,MELTON STREET|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MELTON STREET, BLACKWOOD SA","1 MELTON STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.020712467457976,138.61111027275916,No,,,
395,BLACKWOOD MAIN-271,BLACKWOOD MAIN,MELVILLE GULLY ROAD,BELAIR NATIONAL PARK,MELVILLE GULLY ROAD,BELAIR NATIONAL PARK,MELVILLE GULLY ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road from the Long Gully area; use the reviewed official park-road starting point.,,
396,BLACKWOOD MAIN-272,BLACKWOOD MAIN,MENURA AVENUE,GLENALTA,MENURA AVENUE,GLENALTA,MENURA AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MENURA AVENUE, GLENALTA SA","1 MENURA AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.011866513569,138.6314482464177,No,,,
397,BLACKWOOD MAIN-273,BLACKWOOD MAIN,MERTON ROAD,BLACKWOOD,MERTON ROAD,BLACKWOOD,MERTON ROAD|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MERTON ROAD, BLACKWOOD SA","2 MERTON ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02621130365924,138.62189448102356,No,,,
398,CORO STREETS-66,CORO STREETS,MEWS WAY,COROMANDEL VALLEY,MEWS WAY,COROMANDEL VALLEY,MEWS WAY|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MEWS WAY, COROMANDEL VALLEY SA","3 MEWS WAY, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.05419591852314,138.62167407930082,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
399,CORO STREETS-67,CORO STREETS,MICHAEL STREET,COROMANDEL VALLEY,MICHAEL STREET,COROMANDEL VALLEY,MICHAEL STREET|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MICHAEL STREET, COROMANDEL VALLEY SA","1 MICHAEL STREET, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.053740528361544,138.61430280683348,No,,,
400,BLACKWOOD MAIN-274,BLACKWOOD MAIN,MILGAR ROAD,EDEN HILLS,MILGAR ROAD,EDEN HILLS,MILGAR ROAD|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MILGAR ROAD, EDEN HILLS SA","1 MILGAR ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02261603391079,138.5865562044834,No,,,
401,BLACKWOOD MAIN-275,BLACKWOOD MAIN,MILL TERRACE,EDEN HILLS,MILL TERRACE,EDEN HILLS,MILL TERRACE|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MILL TERRACE, EDEN HILLS SA","2 MILL TERRACE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.01524582876422,138.57729701960002,No,,,
402,BLACKWOOD MAIN-276,BLACKWOOD MAIN,MILLER TERRACE,BLACKWOOD,MILLER TERRACE,BLACKWOOD,MILLER TERRACE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MILLER TERRACE, BLACKWOOD SA","1 MILLER TERRACE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01346642728516,138.61984148967395,No,,,
403,BLACKWOOD MAIN-277,BLACKWOOD MAIN,MIMOSA AVENUE,BLACKWOOD,MIMOSA AVENUE,BLACKWOOD,MIMOSA AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MIMOSA AVENUE, BLACKWOOD SA","1 MIMOSA AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03122184064424,138.6177239254225,No,,,
404,BLACKWOOD MAIN-278,BLACKWOOD MAIN,MINER AVENUE,GLENALTA,MINER AVENUE,GLENALTA,MINER AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MINER AVENUE, GLENALTA SA","1 MINER AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.016131171277614,138.62680059846767,No,,,
405,BLACKWOOD MAIN-279,BLACKWOOD MAIN,MINNOW DRIVE,GLENALTA,MINNOW DRIVE,GLENALTA,MINNOW DRIVE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MINNOW DRIVE, GLENALTA SA","1 MINNOW DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.0167132168279,138.62377278755338,No,,,
406,BLACKWOOD MAIN-280,BLACKWOOD MAIN,MIRANDA STREET,EDEN HILLS,MIRANDA STREET,EDEN HILLS,MIRANDA STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MIRANDA STREET, EDEN HILLS SA","1 MIRANDA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02161221880068,138.60326386469745,No,,,
407,BLACKWOOD MAIN-281,BLACKWOOD MAIN,MITCHELL CRESCENT,PASADENA,MITCHELL CRESCENT,PASADENA,MITCHELL CRESCENT|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MITCHELL CRESCENT, PASADENA SA","3 MITCHELL CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.01108932621897,138.59155215475235,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
408,CORO STREETS-68,CORO STREETS,MONACO CIRCUIT,ABERFOYLE PARK,MONACO CIRCUIT,ABERFOYLE PARK,MONACO CIRCUIT|ABERFOYLE PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MONACO CIRCUIT, ABERFOYLE PARK SA","1 MONACO CIRCUIT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",No. 1,100,-35.06176464531829,138.615864119118,No,,,
409,BLACKWOOD MAIN-282,BLACKWOOD MAIN,MONALTA DRIVE,BELAIR,MONALTA DRIVE,BELAIR,MONALTA DRIVE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MONALTA DRIVE, BELAIR SA","3 MONALTA DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00308602201574,138.62606877224704,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
410,BLACKWOOD MAIN-283,BLACKWOOD MAIN,MONASH AVENUE,BELAIR,MONASH AVENUE,BELAIR,MONASH AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MONASH AVENUE, BELAIR SA","1 MONASH AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00419354511968,138.61864502317906,No,,,
411,BLACKWOOD MAIN-284,BLACKWOOD MAIN,MONOMEETH COURT,HAWTHORNDENE,MONOMEETH COURT,HAWTHORNDENE,MONOMEETH COURT|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MONOMEETH COURT, HAWTHORNDENE SA","2 MONOMEETH COURT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02553373290707,138.63445328782393,No,,,
412,BLACKWOOD MAIN-285,BLACKWOOD MAIN,MOUNT BARKER ROAD,EAGLE ON THE HILL · LEAWOOD GARDENS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,JAMES ROAD|BELAIR,"2 JAMES ROAD, BELAIR SA","2 JAMES ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99664545319125,138.6307084152919,No,The Directions entry spans multiple locality fields. A reviewed official approach point (JAMES ROAD|BELAIR) was selected without merging it with other same-name street records.,,
413,BLACKWOOD MAIN-286,BLACKWOOD MAIN,MOUNTAIN ROAD,EDEN HILLS,MOUNTAIN ROAD,EDEN HILLS,MOUNTAIN ROAD|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MOUNTAIN ROAD, EDEN HILLS SA","1 MOUNTAIN ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02084944028001,138.6056550188194,No,,,
414,BLACKWOOD MAIN-287,BLACKWOOD MAIN,MOUNTBATTEN ROAD,BELLEVUE HEIGHTS,MOUNTBATTEN ROAD,BELLEVUE HEIGHTS,MOUNTBATTEN ROAD|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MOUNTBATTEN ROAD, BELLEVUE HEIGHTS SA","34 MOUNTBATTEN ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.032007210786205,138.59428520726908,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
415,BLACKWOOD MAIN-288,BLACKWOOD MAIN,MULGA ROAD,HAWTHORNDENE,MULGA ROAD,HAWTHORNDENE,MULGA ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MULGA ROAD, HAWTHORNDENE SA","1 MULGA ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.017434191954834,138.62614135005404,No,,,
416,BLACKWOOD MAIN-289,BLACKWOOD MAIN,MULGA STREET,EDEN HILLS,MULGA STREET,EDEN HILLS,MULGA STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MULGA STREET, EDEN HILLS SA","1 MULGA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02544959245925,138.6033535196355,No,,,
417,BLACKWOOD MAIN-290,BLACKWOOD MAIN,MURRAY STREET,BLACKWOOD,MURRAY STREET,BLACKWOOD,MURRAY STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MURRAY STREET, BLACKWOOD SA","5 MURRAY STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02307409237411,138.61867455238485,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
418,CORO STREETS-69,CORO STREETS,MURRAY'S HILL ROAD,COROMANDEL VALLEY · FLAGSTAFF HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GLENDALE AVENUE|FLAGSTAFF HILL,"2 GLENDALE AVENUE, FLAGSTAFF HILL SA","2 GLENDALE AVENUE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",Reviewed Directions route vicinity anchor,100,-35.05750496843955,138.6146694314909,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GLENDALE AVENUE|FLAGSTAFF HILL) was selected without merging it with other same-name street records.,,
419,BLACKWOOD MAIN-291,BLACKWOOD MAIN,MURRAYS HILL ROAD,COROMANDEL VALLEY,MURRAYS HILL ROAD,COROMANDEL VALLEY,MURRAYS HILL ROAD|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MURRAYS HILL ROAD, COROMANDEL VALLEY SA","60 MURRAYS HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.05303431783751,138.61142424292916,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
420,BLACKWOOD MAIN-292,BLACKWOOD MAIN,MURTOA ROAD,EDEN HILLS,MURTOA ROAD,EDEN HILLS,MURTOA ROAD|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MURTOA ROAD, EDEN HILLS SA","1 MURTOA ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02553106460535,138.58769983860407,No,,,
421,BLACKWOOD MAIN-293,BLACKWOOD MAIN,MYALL AVENUE,BLACKWOOD,MYALL AVENUE,BLACKWOOD,MYALL AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MYALL AVENUE, BLACKWOOD SA","1 MYALL AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01318358730197,138.6197888351865,No,,,
422,CORO STREETS-70,CORO STREETS,MYRTLE ROAD,COROMANDEL VALLEY,MYRTLE ROAD,COROMANDEL VALLEY,MYRTLE ROAD|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"MYRTLE ROAD, COROMANDEL VALLEY SA","LOT 51 MYRTLE ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",street-only,100,-35.03138033776689,138.63038910851844,No,,,
423,BLACKWOOD MAIN-294,BLACKWOOD MAIN,MYRTLE ROAD,HAWTHORNDENE,MYRTLE ROAD,HAWTHORNDENE,MYRTLE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MYRTLE ROAD, HAWTHORNDENE SA","1 MYRTLE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.017630401075245,138.63144113094643,No,,,
424,BLACKWOOD MAIN-295,BLACKWOOD MAIN,NAMA DRIVE,HAWTHORNDENE,NAMA DRIVE,HAWTHORNDENE,NAMA DRIVE|HAWTHORNDENE,No,Accepted,Accepted (preserved validated),Accepted,Accepted (preserved validated),Active,No,,No,,"1 Nama Drive, Hawthorndene SA","1 NAMA DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02472167974781,138.6359534070555,No,,,
425,BLACKWOOD MAIN-296,BLACKWOOD MAIN,NARDU CRESCENT,BELAIR,NARDU CRESCENT,BELAIR,NARDU CRESCENT|BELAIR,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ADAMSON AVENUE|BELAIR,"1 ADAMSON AVENUE, BELAIR SA","1 ADAMSON AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.997909338776445,138.6141023284303,No,Directions place Nardu Crescent as the second right from Adamson Avenue.,,
426,BLACKWOOD MAIN-297,BLACKWOOD MAIN,NEATE AVENUE,BELAIR,NEATE AVENUE,BELAIR,NEATE AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 NEATE AVENUE, BELAIR SA","2 NEATE AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.00684957265984,138.61892199289844,No,,,
427,BLACKWOOD MAIN-298,BLACKWOOD MAIN,NERLI STREET,EDEN HILLS,NERLI STREET,EDEN HILLS,NERLI STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,EURILPA STREET|EDEN HILLS,"1 EURILPA STREET, EDEN HILLS SA","1 EURILPA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.019248815016724,138.59795679044697,No,Directions place Nerli Street as the second left from Eurilpa Street.,,
428,CORO STREETS-71,CORO STREETS,NEVILLE STREET,COROMANDEL VALLEY,NEVILLE STREET,COROMANDEL VALLEY,NEVILLE STREET|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 NEVILLE STREET, COROMANDEL VALLEY SA","1 NEVILLE STREET, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05031371739555,138.61414484337118,No,,,
429,BLACKWOOD PARK-40,BLACKWOOD PARK,NEWLAND COURT,CRAIGBURN FARM,NEWLAND COURT,CRAIGBURN FARM,NEWLAND COURT|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"NEWLAND COURT, CRAIGBURN FARM SA","3 NEWLAND COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03502968509703,138.6155480143066,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
430,BLACKWOOD MAIN-299,BLACKWOOD MAIN,NICOLE AVENUE,HAWTHORNDENE,NICOLE AVENUE,HAWTHORNDENE,NICOLE AVENUE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 NICOLE AVENUE, HAWTHORNDENE SA","1 NICOLLE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed No. 1,98.66,-35.01718123695101,138.63478949384168,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for NICOLLE AVENUE, HAWTHORNDENE.",,
431,CORO STREETS-72,CORO STREETS,NICOLLE DRIVE,COROMANDEL VALLEY,NICOLLE DRIVE,COROMANDEL VALLEY,NICOLLE DRIVE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 NICOLLE DRIVE, COROMANDEL VALLEY SA","2 NICOLLE DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.052500657491905,138.62116158748222,No,,,
432,BLACKWOOD MAIN-300,BLACKWOOD MAIN,NORFOLK STREET,BLACKWOOD,NORFOLK STREET,BLACKWOOD,NORFOLK STREET|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 NORFOLK STREET, BLACKWOOD SA","1 NORFOLK STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.008013307986836,138.61844756885117,No,,,
433,CORO STREETS-73,CORO STREETS,NORMAN COURT,COROMANDEL VALLEY,NORMAN COURT,COROMANDEL VALLEY,NORMAN COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 NORMAN COURT, COROMANDEL VALLEY SA","1 NORMAN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.051882500924876,138.6221570419136,No,,,
434,BLACKWOOD MAIN-301,BLACKWOOD MAIN,NORTHBROOK AVENUE,MITCHAM,NORTHBROOK AVENUE,MITCHAM,NORTHBROOK AVENUE|MITCHAM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 NORTHBROOK AVENUE, MITCHAM SA","2 NORTHBROOK AVENUE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 2,100,-34.98361827049433,138.6238804090564,No,,,
435,BLACKWOOD MAIN-302,BLACKWOOD MAIN,NORTHCOTE STREET,EDEN HILLS,NORTHCOTE STREET,EDEN HILLS,NORTHCOTE STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,SHAFTSBURY STREET|EDEN HILLS,"1 SHAFTSBURY STREET, EDEN HILLS SA","1 SHAFTSBURY STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.02867770388989,138.6042605643363,No,The old/unmatched Northcote Street route is in the Shaftsbury Street area off Shepherds Hill Road.,,
436,BLACKWOOD MAIN-303,BLACKWOOD MAIN,NOTTINGHAM WAY,GLENALTA,NOTTINGHAM WAY,GLENALTA,NOTTINGHAM WAY|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 NOTTINGHAM WAY, GLENALTA SA","1 NOTTINGHAM WAY, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01219862819075,138.62484028613142,No,,,
437,BLACKWOOD MAIN-304,BLACKWOOD MAIN,NUNYARA CRESCENT,BELAIR,NUNYARA CRESCENT,BELAIR,NUNYARA CRESCENT|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 NUNYARA CRESCENT, BELAIR SA","1 NUNYARA CRESCENT, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.997131617766094,138.61434051883123,No,,,
438,BLACKWOOD MAIN-305,BLACKWOOD MAIN,OAK CRESCENT,HAWTHORNDENE,OAK CRESCENT,HAWTHORNDENE,OAK CRESCENT|HAWTHORNDENE,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"OAK CRESCENT, HAWTHORNDENE SA","3 OAK CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02209642662095,138.62898558180945,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
439,CORO STREETS-74,CORO STREETS,OAKDENE CRESCENT,COROMANDEL VALLEY,OAKDENE CRESCENT,COROMANDEL VALLEY,OAKDENE CRESCENT|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"OAKDENE CRESCENT, COROMANDEL VALLEY SA","5 OAKDENE CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.040817231545255,138.62687157529365,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
